Year (4-digit calendar year),"Geographic ID code (FIPS code, see specification below)",Type of beverage (see specification below),Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Gallons of ethanol per capita (14+),Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Gallons of ethanol per capita (21+),Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV,State_Region,Type of Beverage,Source
1992,13,1,10384000,4267824,5381355,7931,0.7931,4,4690397,9099,0.9099,4,.,388,4028992,Georgia,Spirits,unknown
1992,13,2,8918000,1150422,5381355,2138,0.2138,7,4690397,2453,0.2453,7,.,103,918554,Georgia,Wine,unknown
1992,13,3,146023000,6571035,5381355,12211,1.2211,7,4690397,14010,1.401,7,.,46,6717058,Georgia,Beer,unknown
1992,13,4,.,11989281,5381355,22279,2.2279,7,4690397,25561,2.5561,6,.,.,11664604,Georgia,All beverages,unknown
1992,15,1,1550000,637050,922563,6905,0.6905,6,815751,7809,0.7809,6,.,379,587450,Hawaii,Spirits,unknown
1992,15,2,2786000,359394,922563,3896,0.3896,3,815751,4406,0.4406,3,.,102,284172,Hawaii,Wine,unknown
1992,15,3,31743000,1428435,922563,15483,1.5483,2,815751,17511,1.7511,3,.,46,1460178,Hawaii,Beer,unknown
1992,15,4,.,2424879,922563,26284,2.6284,2,815751,29726,2.9726,3,.,.,2331800,Hawaii,All beverages,unknown
1992,16,1,1131000,464841,820243,5667,0.5667,8,696910,6670,0.667,8,.,373,421863,Idaho,Spirits,unknown
1992,16,2,1997000,257613,820243,3141,0.3141,4,696910,3697,0.3697,4,.,103,205691,Idaho,Wine,unknown
1992,16,3,24107000,1084815,820243,13226,1.3226,5,696910,15566,1.5566,4,.,46,1108922,Idaho,Beer,unknown
1992,16,4,.,1807269,820243,22033,2.2033,7,696910,25933,2.5933,6,.,.,1736476,Idaho,All beverages,unknown
1992,17,1,16720000,6871920,9290759,7397,0.7397,5,8169363,8412,0.8412,6,.,351,5868720,Illinois,Spirits,unknown
1992,17,2,24882000,3209778,9290759,3455,0.3455,4,8169363,3929,0.3929,4,.,111,2761902,Illinois,Wine,unknown
1992,17,3,276758000,12454110,9290759,13405,1.3405,5,8169363,15245,1.5245,5,.,46,12730868,Illinois,Beer,unknown
1992,17,4,.,22535808,9290759,24256,2.4256,4,8169363,27586,2.7586,4,.,.,21361490,Illinois,All beverages,unknown
1992,18,1,6451000,2651361,4535127,5846,0.5846,8,3955362,6703,0.6703,8,.,351,2264301,Indiana,Spirits,unknown
1992,18,2,7078000,913062,4535127,2013,0.2013,7,3955362,2308,0.2308,7,.,104,736112,Indiana,Wine,unknown
1992,18,3,117289000,5278005,4535127,11638,1.1638,8,3955362,13344,1.3344,8,.,46,5395294,Indiana,Beer,unknown
1992,18,4,.,8842428,4535127,19498,1.9498,9,3955362,22356,2.2356,8,.,.,8395707,Indiana,All beverages,unknown
1992,19,1,2516000,1034076,2253316,4589,0.4589,10,1975494,5235,0.5235,10,.,362,910792,Iowa,Spirits,unknown
1992,19,2,2263000,291927,2253316,1296,0.1296,9,1975494,1478,0.1478,9,.,97,219511,Iowa,Wine,unknown
1992,19,3,65533000,2948985,2253316,13087,1.3087,6,1975494,14928,1.4928,6,.,46,3014518,Iowa,Beer,unknown
1992,19,4,.,4274988,2253316,18972,1.8972,9,1975494,21640,2.164,9,.,.,4144821,Iowa,All beverages,unknown
1992,20,1,2648000,1088328,1992022,5463,0.5463,9,1747972,6226,0.6226,9,.,356,942688,Kansas,Spirits,unknown
1992,20,2,2141000,276189,1992022,1386,0.1386,9,1747972,1580,0.158,9,.,97,207677,Kansas,Wine,unknown
1992,20,3,48407000,2178315,1992022,10935,1.0935,9,1747972,12462,1.2462,9,.,46,2226722,Kansas,Beer,unknown
1992,20,4,.,3542832,1992022,17785,1.7785,10,1747972,20268,2.0268,10,.,.,3377087,Kansas,All beverages,unknown
1992,21,1,4125000,1695375,3023012,5608,0.5608,9,2628927,6449,0.6449,9,.,363,1497375,Kentucky,Spirits,unknown
1992,21,2,2626000,338754,3023012,1121,0.1121,10,2628927,1289,0.1289,10,.,103,270478,Kentucky,Wine,unknown
1992,21,3,69753000,3138885,3023012,10383,1.0383,10,2628927,11940,1.194,10,.,46,3208638,Kentucky,Beer,unknown
1992,21,4,.,5173014,3023012,17112,1.7112,10,2628927,19677,1.9677,10,.,.,4976491,Kentucky,All beverages,unknown
1992,22,1,5976000,2456136,3322318,7393,0.7393,5,2857409,8596,0.8596,5,.,351,2097576,Louisiana,Spirits,unknown
1992,22,2,5767000,743943,3322318,2239,0.2239,6,2857409,2604,0.2604,6,.,115,663205,Louisiana,Wine,unknown
1992,22,3,114436000,5149620,3322318,15500,1.55,2,2857409,18022,1.8022,2,.,46,5264056,Louisiana,Beer,unknown
1992,22,4,.,8349699,3322318,25132,2.5132,3,2857409,29221,2.9221,3,.,.,8024837,Louisiana,All beverages,unknown
1992,23,1,1888000,775968,994445,7803,0.7803,4,876472,8853,0.8853,4,.,373,704224,Maine,Spirits,unknown
1992,23,2,2215000,285735,994445,2873,0.2873,5,876472,3260,0.326,5,.,104,230360,Maine,Wine,unknown
1992,23,3,25735000,1158075,994445,11645,1.1645,8,876472,13213,1.3213,8,.,46,1183810,Maine,Beer,unknown
1992,23,4,.,2219778,994445,22322,2.2322,6,876472,25326,2.5326,7,.,.,2118394,Maine,All beverages,unknown
1992,24,1,8208000,3373488,3925972,8593,0.8593,2,3500952,9636,0.9636,3,.,370,3036960,Maryland,Spirits,unknown
1992,24,2,8954000,1155066,3925972,2942,0.2942,5,3500952,3299,0.3299,5,.,108,967032,Maryland,Wine,unknown
1992,24,3,96549000,4344705,3925972,11067,1.1067,9,3500952,12410,1.241,9,.,46,4441254,Maryland,Beer,unknown
1992,24,4,.,8873259,3925972,22601,2.2601,6,3500952,25345,2.5345,7,.,.,8445246,Maryland,All beverages,unknown
1992,25,1,9824000,4037664,4912462,8219,0.8219,3,4399368,9178,0.9178,3,.,353,3467872,Massachusetts,Spirits,unknown
1992,25,2,16709000,2155461,4912462,4388,0.4388,2,4399368,4899,0.4899,2,.,108,1804572,Massachusetts,Wine,unknown
1992,25,3,122631000,5518395,4912462,11233,1.1233,9,4399368,12544,1.2544,9,.,46,5641026,Massachusetts,Beer,unknown
1992,25,4,.,11711520,4912462,23840,2.384,5,4399368,26621,2.6621,5,.,.,10913470,Massachusetts,All beverages,unknown
1992,26,1,13489000,5543979,7502798,7389,0.7389,6,6563954,8446,0.8446,5,.,375,5058375,Michigan,Spirits,unknown
1992,26,2,12549000,1618821,7502798,2158,0.2158,6,6563954,2466,0.2466,6,.,109,1367841,Michigan,Wine,unknown
1992,26,3,209458000,9425610,7502798,12563,1.2563,6,6563954,14360,1.436,6,.,46,9635068,Michigan,Beer,unknown
1992,26,4,.,16588410,7502798,22110,2.211,7,6563954,25272,2.5272,7,.,.,16061284,Michigan,All beverages,unknown
1992,27,1,7318000,3007698,3527865,8526,0.8526,2,3107456,9679,0.9679,2,.,373,2729614,Minnesota,Spirits,unknown
1992,27,2,6743000,869847,3527865,2466,0.2466,6,3107456,2799,0.2799,6,.,100,674300,Minnesota,Wine,unknown
1992,27,3,98360000,4426200,3527865,12546,1.2546,7,3107456,14244,1.4244,6,.,46,4524560,Minnesota,Beer,unknown
1992,27,4,.,8303745,3527865,23538,2.3538,5,3107456,26722,2.6722,5,.,.,7928474,Minnesota,All beverages,unknown
1992,28,1,3149000,1294239,2043626,6333,0.6333,7,1739314,7441,0.7441,7,.,387,1218663,Mississippi,Spirits,unknown
1992,28,2,1452000,187308,2043626,917,0.0917,10,1739314,1077,0.1077,10,.,110,159720,Mississippi,Wine,unknown
1992,28,3,61512000,2768040,2043626,13545,1.3545,4,1739314,15915,1.5915,3,.,46,2829552,Mississippi,Beer,unknown
1992,28,4,.,4249587,2043626,20794,2.0794,8,1739314,24433,2.4433,7,.,.,4207935,Mississippi,All beverages,unknown
1992,29,1,6944000,2853984,4152512,6873,0.6873,6,3652278,7814,0.7814,6,.,352,2444288,Missouri,Spirits,unknown
1992,29,2,6919000,892551,4152512,2149,0.2149,7,3652278,2444,0.2444,7,.,109,754171,Missouri,Wine,unknown
1992,29,3,123289000,5548005,4152512,13361,1.3361,5,3652278,15191,1.5191,5,.,46,5671294,Missouri,Beer,unknown
1992,29,4,.,9294540,4152512,22383,2.2383,6,3652278,25449,2.5449,6,.,.,8869753,Missouri,All beverages,unknown
1992,30,1,1184000,486624,645664,7537,0.7537,5,560852,8677,0.8677,5,.,378,447552,Montana,Spirits,unknown
1992,30,2,1321000,170409,645664,2639,0.2639,5,560852,3038,0.3038,5,.,105,138705,Montana,Wine,unknown
1992,30,3,22820000,1026900,645664,15905,1.5905,2,560852,18310,1.831,1,.,46,1049720,Montana,Beer,unknown
1992,30,4,.,1683933,645664,26081,2.6081,2,560852,30025,3.0025,2,.,.,1635977,Montana,All beverages,unknown
1992,31,1,1886000,775146,1267812,6114,0.6114,7,1107278,7000,0.7,7,.,359,677074,Nebraska,Spirits,unknown
1992,31,2,1737000,224073,1267812,1767,0.1767,8,1107278,2024,0.2024,8,.,106,184122,Nebraska,Wine,unknown
1992,31,3,38706000,1741770,1267812,13738,1.3738,4,1107278,15730,1.573,4,.,46,1780476,Nebraska,Beer,unknown
1992,31,4,.,2740989,1267812,21620,2.162,7,1107278,24754,2.4754,7,.,.,2641672,Nebraska,All beverages,unknown
1992,32,1,4235000,1740585,1078095,16145,1.6145,1,965416,18029,1.8029,1,.,367,1554245,Nevada,Spirits,unknown
1992,32,2,5195000,670155,1078095,6216,0.6216,1,965416,6942,0.6942,1,.,110,571450,Nevada,Wine,unknown
1992,32,3,48314000,2174130,1078095,20166,2.0166,1,965416,22520,2.252,1,.,46,2222444,Nevada,Beer,unknown
1992,32,4,.,4584870,1078095,42528,4.2528,1,965416,47491,4.7491,1,.,.,4348139,Nevada,All beverages,unknown
1992,33,1,4240000,1742640,887081,19645,1.9645,1,788211,22109,2.2109,1,.,365,1547600,New Hampshire,Spirits,unknown
1992,33,2,3576000,461304,887081,5200,0.52,1,788211,5853,0.5853,1,.,109,389784,New Hampshire,Wine,unknown
1992,33,3,35771000,1609695,887081,18146,1.8146,1,788211,20422,2.0422,1,.,46,1645466,New Hampshire,Beer,unknown
1992,33,4,.,3813639,887081,42991,4.2991,1,788211,48383,4.8383,1,.,.,3582850,New Hampshire,All beverages,unknown
1992,34,1,12897000,5300667,6381601,8306,0.8306,3,5691650,9313,0.9313,3,.,369,4758993,New Jersey,Spirits,unknown
1992,34,2,21627000,2789883,6381601,4372,0.4372,2,5691650,4902,0.4902,2,.,108,2335716,New Jersey,Wine,unknown
1992,34,3,151772000,6829740,6381601,10702,1.0702,9,5691650,12000,1.2,9,.,46,6981512,New Jersey,Beer,unknown
1992,34,4,.,14920290,6381601,23380,2.338,5,5691650,26214,2.6214,5,.,.,14076221,New Jersey,All beverages,unknown
1992,35,1,1966000,808026,1220229,6622,0.6622,7,1051963,7681,0.7681,6,.,369,725454,New Mexico,Spirits,unknown
1992,35,2,2380000,307020,1220229,2516,0.2516,5,1051963,2919,0.2919,5,.,102,242760,New Mexico,Wine,unknown
1992,35,3,42280000,1902600,1220229,15592,1.5592,2,1051963,18086,1.8086,2,.,46,1944880,New Mexico,Beer,unknown
1992,35,4,.,3017646,1220229,24730,2.473,4,1051963,28686,2.8686,3,.,.,2913094,New Mexico,All beverages,unknown
1992,36,1,24167000,9932637,14710262,6752,0.6752,6,13050295,7611,0.7611,7,.,377,9110959,New York,Spirits,unknown
1992,36,2,42375000,5466375,14710262,3716,0.3716,3,13050295,4189,0.4189,3,.,107,4534125,New York,Wine,unknown
1992,36,3,341310000,15358950,14710262,10441,1.0441,10,13050295,11769,1.1769,10,.,46,15700260,New York,Beer,unknown
1992,36,4,.,30757962,14710262,20909,2.0909,8,13050295,23569,2.3569,8,.,.,29345344,New York,All beverages,unknown
1992,37,1,8079000,3320469,5582734,5948,0.5948,8,4914041,6757,0.6757,8,.,393,3175047,North Carolina,Spirits,unknown
1992,37,2,9750000,1257750,5582734,2253,0.2253,6,4914041,2560,0.256,6,.,116,1131000,North Carolina,Wine,unknown
1992,37,3,141844000,6382980,5582734,11433,1.1433,8,4914041,12989,1.2989,8,.,46,6524824,North Carolina,Beer,unknown
1992,37,4,.,10961199,5582734,19634,1.9634,8,4914041,22306,2.2306,9,.,.,10830871,North Carolina,All beverages,unknown
1992,38,1,1042000,428262,503405,8507,0.8507,3,438059,9776,0.9776,2,.,358,373036,North Dakota,Spirits,unknown
1992,38,2,595000,76755,503405,1525,0.1525,8,438059,1752,0.1752,8,.,101,60095,North Dakota,Wine,unknown
1992,38,3,15472000,696240,503405,13831,1.3831,3,438059,15894,1.5894,3,.,46,711712,North Dakota,Beer,unknown
1992,38,4,.,1201257,503405,23863,2.3863,5,438059,27422,2.7422,4,.,.,1144843,North Dakota,All beverages,unknown
1992,39,1,10678000,4388658,8795720,4990,0.499,10,7721934,5683,0.5683,10,.,347,3705266,Ohio,Spirits,unknown
1992,39,2,11519000,1485951,8795720,1689,0.1689,8,7721934,1924,0.1924,8,.,112,1290128,Ohio,Wine,unknown
1992,39,3,257415000,11583675,8795720,13170,1.317,5,7721934,15001,1.5001,5,.,46,11841090,Ohio,Beer,unknown
1992,39,4,.,17458284,8795720,19849,1.9849,8,7721934,22609,2.2609,8,.,.,16836484,Ohio,All beverages,unknown
1992,40,1,3391000,1393701,2544908,5476,0.5476,9,2215805,6290,0.629,9,.,387,1312317,Oklahoma,Spirits,unknown
1992,40,2,2542000,327918,2544908,1289,0.1289,9,2215805,1480,0.148,9,.,115,292330,Oklahoma,Wine,unknown
1992,40,3,63943000,2877435,2544908,11307,1.1307,8,2215805,12986,1.2986,8,.,46,2941378,Oklahoma,Beer,unknown
1992,40,4,.,4599054,2544908,18072,1.8072,9,2215805,20756,2.0756,9,.,.,4546025,Oklahoma,All beverages,unknown
1992,41,1,3878000,1593858,2386306,6679,0.6679,7,2106594,7566,0.7566,7,.,389,1508542,Oregon,Spirits,unknown
1992,41,2,8453000,1090437,2386306,4570,0.457,2,2106594,5176,0.5176,2,.,107,904471,Oregon,Wine,unknown
1992,41,3,68209000,3069405,2386306,12863,1.2863,6,2106594,14570,1.457,6,.,46,3137614,Oregon,Beer,unknown
1992,41,4,.,5753700,2386306,24111,2.4111,4,2106594,27313,2.7313,5,.,.,5550627,Oregon,All beverages,unknown
1992,42,1,12207000,5017077,9782964,5128,0.5128,10,8689800,5774,0.5774,10,.,376,4589832,Pennsylvania,Spirits,unknown
1992,42,2,13400000,1728600,9782964,1767,0.1767,8,8689800,1989,0.1989,8,.,114,1527600,Pennsylvania,Wine,unknown
1992,42,3,282305000,12703725,9782964,12986,1.2986,6,8689800,14619,1.4619,6,.,46,12986030,Pennsylvania,Beer,unknown
1992,42,4,.,19449402,9782964,19881,1.9881,8,8689800,22382,2.2382,8,.,.,19103462,Pennsylvania,All beverages,unknown
1992,44,1,1400000,575400,826521,6962,0.6962,6,736802,7809,0.7809,6,.,356,498400,Rhode Island,Spirits,unknown
1992,44,2,2518000,324822,826521,3930,0.393,3,736802,4409,0.4409,3,.,107,269426,Rhode Island,Wine,unknown
1992,44,3,22784000,1025280,826521,12405,1.2405,7,736802,13915,1.3915,7,.,46,1048064,Rhode Island,Beer,unknown
1992,44,4,.,1925502,826521,23296,2.3296,6,736802,26133,2.6133,6,.,.,1815890,Rhode Island,All beverages,unknown
1992,45,1,5535000,2274885,2878542,7903,0.7903,4,2500103,9099,0.9099,4,.,391,2164185,South Carolina,Spirits,unknown
1992,45,2,4476000,577404,2878542,2006,0.2006,7,2500103,2310,0.231,7,.,100,447600,South Carolina,Wine,unknown
1992,45,3,85768000,3859560,2878542,13408,1.3408,4,2500103,15438,1.5438,4,.,46,3945328,South Carolina,Beer,unknown
1992,45,4,.,6711849,2878542,23317,2.3317,5,2500103,26846,2.6846,5,.,.,6557113,South Carolina,All beverages,unknown
1992,46,1,992000,407712,550189,7410,0.741,5,476115,8563,0.8563,5,.,354,351168,South Dakota,Spirits,unknown
1992,46,2,620000,79980,550189,1454,0.1454,9,476115,1680,0.168,9,.,109,67580,South Dakota,Wine,unknown
1992,46,3,16801000,756045,550189,13742,1.3742,4,476115,15879,1.5879,4,.,46,772846,South Dakota,Beer,unknown
1992,46,4,.,1243737,550189,22606,2.2606,6,476115,26123,2.6123,6,.,.,1191594,South Dakota,All beverages,unknown
1992,47,1,5517000,2267487,4068085,5574,0.5574,9,3567584,6356,0.6356,9,.,375,2068875,Tennessee,Spirits,unknown
1992,47,2,4452000,574308,4068085,1412,0.1412,9,3567584,1610,0.161,9,.,103,458556,Tennessee,Wine,unknown
1992,47,3,109001000,4905045,4068085,12057,1.2057,7,3567584,13749,1.3749,7,.,46,5014046,Tennessee,Beer,unknown
1992,47,4,.,7746840,4068085,19043,1.9043,9,3567584,21715,2.1715,9,.,.,7541477,Tennessee,All beverages,unknown
1992,48,1,18402000,7563222,13701117,5520,0.552,9,11848003,6384,0.6384,9,.,395,7268790,Texas,Spirits,unknown
1992,48,2,25840000,3333360,13701117,2433,0.2433,6,11848003,2813,0.2813,6,.,100,2584000,Texas,Wine,unknown
1992,48,3,502494000,22612230,13701117,16504,1.6504,1,11848003,19085,1.9085,1,.,46,23114724,Texas,Beer,unknown
1992,48,4,.,33508812,13701117,24457,2.4457,4,11848003,28282,2.8282,4,.,.,32967514,Texas,All beverages,unknown
1992,49,1,1357000,557727,1331949,4187,0.4187,10,1091827,5108,0.5108,10,.,320,434240,Utah,Spirits,unknown
1992,49,2,1192000,153768,1331949,1154,0.1154,10,1091827,1408,0.1408,10,.,108,128736,Utah,Wine,unknown
1992,49,3,23502000,1057590,1331949,7940,0.794,10,1091827,9686,0.9686,10,.,46,1081092,Utah,Beer,unknown
1992,49,4,.,1769085,1331949,13282,1.3282,10,1091827,16203,1.6203,10,.,.,1644068,Utah,All beverages,unknown
1992,50,1,864000,355104,455824,7790,0.779,4,401620,8842,0.8842,4,.,376,324864,Vermont,Spirits,unknown
1992,50,2,1565000,201885,455824,4429,0.4429,2,401620,5027,0.5027,2,.,104,162760,Vermont,Wine,unknown
1992,50,3,13650000,614250,455824,13476,1.3476,4,401620,15294,1.5294,5,.,46,627900,Vermont,Beer,unknown
1992,50,4,.,1171239,455824,25695,2.5695,3,401620,29163,2.9163,3,.,.,1115524,Vermont,All beverages,unknown
1992,51,1,7191000,2955501,5157287,5731,0.5731,8,4557521,6485,0.6485,8,.,382,2746962,Virginia,Spirits,unknown
1992,51,2,11109000,1433061,5157287,2779,0.2779,5,4557521,3144,0.3144,5,.,101,1122009,Virginia,Wine,unknown
1992,51,3,143707000,6466815,5157287,12539,1.2539,7,4557521,14189,1.4189,7,.,46,6610522,Virginia,Beer,unknown
1992,51,4,.,10855377,5157287,21049,2.1049,7,4557521,23819,2.3819,8,.,.,10479493,Virginia,All beverages,unknown
1992,53,1,7165000,2944815,4070439,7235,0.7235,6,3595469,8190,0.819,6,.,387,2772855,Washington,Spirits,unknown
1992,53,2,14628000,1887012,4070439,4636,0.4636,1,3595469,5248,0.5248,1,.,105,1535940,Washington,Wine,unknown
1992,53,3,113618000,5112810,4070439,12561,1.2561,6,3595469,14220,1.422,7,.,46,5226428,Washington,Beer,unknown
1992,53,4,.,9944637,4070439,24431,2.4431,4,3595469,27659,2.7659,4,.,.,9535223,Washington,All beverages,unknown
1992,54,1,1486000,610746,1482469,4120,0.412,10,1288515,4740,0.474,10,.,385,572110,West Virginia,Spirits,unknown
1992,54,2,1041000,134289,1482469,906,0.0906,10,1288515,1042,0.1042,10,.,103,107223,West Virginia,Wine,unknown
1992,54,3,38142000,1716390,1482469,11578,1.1578,8,1288515,13321,1.3321,8,.,46,1754532,West Virginia,Beer,unknown
1992,54,4,.,2461425,1482469,16604,1.6604,10,1288515,19103,1.9103,10,.,.,2433865,West Virginia,All beverages,unknown
1992,55,1,8723000,3585153,3976485,9016,0.9016,2,3489465,10274,1.0274,2,.,366,3192618,Wisconsin,Spirits,unknown
1992,55,2,7605000,981045,3976485,2467,0.2467,6,3489465,2811,0.2811,6,.,107,813735,Wisconsin,Wine,unknown
1992,55,3,140588000,6326460,3976485,15910,1.591,1,3489465,18130,1.813,1,.,46,6467048,Wisconsin,Beer,unknown
1992,55,4,.,10892658,3976485,27393,2.7393,2,3489465,31216,3.1216,1,.,.,10473401,Wisconsin,All beverages,unknown
1992,56,1,800000,328800,359520,9146,0.9146,2,307950,10677,1.0677,2,.,356,284800,Wyoming,Spirits,unknown
1992,56,2,564000,72756,359520,2024,0.2024,7,307950,2363,0.2363,7,.,102,57528,Wyoming,Wine,unknown
1992,56,3,11533000,518985,359520,14435,1.4435,3,307950,16853,1.6853,3,.,46,530518,Wyoming,Beer,unknown
1992,56,4,.,920541,359520,25605,2.5605,3,307950,29893,2.9893,2,.,.,872846,Wyoming,All beverages,unknown
1992,91,1,72920000,29970120,41628974,7199,0.7199,.,37034410,8093,0.8093,.,.,370,26980400,Northeast Region,Spirits,unknown
1992,91,2,113351000,14622279,41628974,3513,0.3513,.,37034410,3948,0.3948,.,.,108,12241908,Northeast Region,Wine,unknown
1992,91,3,1056079000,47523555,41628974,11416,1.1416,.,37034410,12832,1.2832,.,.,46,48579634,Northeast Region,Beer,unknown
1992,91,4,.,92115954,41628974,22128,2.2128,.,37034410,24873,2.4873,.,.,.,87801942,Northeast Region,All beverages,unknown
1992,92,1,79407000,32636277,48348010,6750,0.675,.,42404730,7696,0.7696,.,.,359,28507113,Midwest Region,Spirits,unknown
1992,92,2,84651000,10919979,48348010,2259,0.2259,.,42404730,2575,0.2575,.,.,108,9142308,Midwest Region,Wine,unknown
1992,92,3,1408076000,63363420,48348010,13106,1.3106,.,42404730,14943,1.4943,.,.,46,64771496,Midwest Region,Beer,unknown
1992,92,4,.,106919676,48348010,22115,2.2115,.,42404730,25214,2.5214,.,.,.,102420917,Midwest Region,All beverages,unknown
1992,93,1,118739000,48801729,70577125,6915,0.6915,.,61843085,7891,0.7891,.,.,376,44645864,South Region,Spirits,unknown
1992,93,2,127204000,16409316,70577125,2325,0.2325,.,61843085,2653,0.2653,.,.,105,13356420,South Region,Wine,unknown
1992,93,3,2091758000,94129110,70577125,13337,1.3337,.,61843085,15221,1.5221,.,.,46,96220868,South Region,Beer,unknown
1992,93,4,.,159340155,70577125,22577,2.2577,.,61843085,25765,2.5765,.,.,.,154223152,South Region,All beverages,unknown
1992,94,1,80137000,32936307,43233510,7618,0.7618,.,37977633,8673,0.8673,.,.,366,29330142,West Region,Spirits,unknown
1992,94,2,149893000,19336197,43233510,4473,0.4473,.,37977633,5091,0.5091,.,.,106,15888658,West Region,Wine,unknown
1992,94,3,1276220000,57429900,43233510,13284,1.3284,.,37977633,15122,1.5122,.,.,46,58706120,West Region,Beer,unknown
1992,94,4,.,109702404,43233510,25374,2.5374,.,37977633,28886,2.8886,.,.,.,103924920,West Region,All beverages,unknown
1992,99,1,351203000,144344433,203787619,7083,0.7083,.,179259858,8052,0.8052,.,.,368,129242704,United States,Spirits,unknown
1992,99,2,475099000,61287771,203787619,3007,0.3007,.,179259858,3419,0.3419,.,.,106,50360494,United States,Wine,unknown
1992,99,3,5832133000,262445985,203787619,12878,1.2878,.,179259858,14641,1.4641,.,.,46,268278118,United States,Beer,unknown
1992,99,4,.,468078189,203787619,22969,2.2969,.,179259858,26112,2.6112,.,.,.,447881316,United States,All beverages,unknown
1993,1,1,4582350,1883346,3376159,5578,0.5578,8,2937227,6412,0.6412,8,.,393,1800864,Alabama,Spirits,unknown
1993,1,2,4342000,560118,3376159,1659,0.1659,8,2937227,1907,0.1907,8,.,107,464594,Alabama,Wine,unknown
1993,1,3,85380064,3842103,3376159,11380,1.138,9,2937227,13081,1.3081,8,.,45,3842103,Alabama,Beer,unknown
1993,1,4,.,6285567,3376159,18618,1.8618,9,2937227,21400,2.14,9,.,.,6107561,Alabama,All beverages,unknown
1993,2,1,1006724,413764,447365,9249,0.9249,1,387536,10677,1.0677,1,.,341,343293,Alaska,Spirits,unknown
1993,2,2,1097628,141594,447365,3165,0.3165,4,387536,3654,0.3654,4,.,111,121837,Alaska,Wine,unknown
1993,2,3,13014290,585643,447365,13091,1.3091,5,387536,15112,1.5112,5,.,46,598657,Alaska,Beer,unknown
1993,2,4,.,1141001,447365,25505,2.5505,2,387536,29442,2.9442,2,.,.,1063787,Alaska,All beverages,unknown
1993,4,1,5931825,2437980,3190477,7641,0.7641,4,2806790,8686,0.8686,4,.,375,2224434,Arizona,Spirits,unknown
1993,4,2,6782168,874900,3190477,2742,0.2742,5,2806790,3117,0.3117,5,.,104,705345,Arizona,Wine,unknown
1993,4,3,112268288,5052073,3190477,15835,1.5835,1,2806790,17999,1.7999,1,.,45,5052073,Arizona,Beer,unknown
1993,4,4,.,8364953,3190477,26219,2.6219,2,2806790,29803,2.9803,2,.,.,7981852,Arizona,All beverages,unknown
1993,5,1,2758176,1133610,1959700,5785,0.5785,8,1703578,6654,0.6654,8,.,357,984669,Arkansas,Spirits,unknown
1993,5,2,1747000,225363,1959700,1150,0.115,9,1703578,1323,0.1323,9,.,111,193917,Arkansas,Wine,unknown
1993,5,3,47873000,2154285,1959700,10993,1.0993,9,1703578,12646,1.2646,9,.,46,2202158,Arkansas,Beer,unknown
1993,5,4,.,3513258,1959700,17928,1.7928,9,1703578,20623,2.0623,9,.,.,3380744,Arkansas,All beverages,unknown
1993,6,1,40964794,16836530,24283573,6933,0.6933,6,21423512,7859,0.7859,6,.,371,15197939,California,Spirits,unknown
1993,6,2,90129830,11626748,24283573,4788,0.4788,1,21423512,5427,0.5427,1,.,108,9734022,California,Wine,unknown
1993,6,3,633907188,28525823,24283573,11747,1.1747,8,21423512,13315,1.3315,8,.,46,29159731,California,Beer,unknown
1993,6,4,.,56989101,24283573,23468,2.3468,4,21423512,26601,2.6601,4,.,.,54091692,California,All beverages,unknown
1993,8,1,6008033,2469302,2858185,8639,0.8639,2,2525389,9778,0.9778,2,.,372,2234988,Colorado,Spirits,unknown
1993,8,2,8042311,1037458,2858185,3630,0.363,3,2525389,4108,0.4108,3,.,102,820316,Colorado,Wine,unknown
1993,8,3,88831762,3997429,2858185,13986,1.3986,3,2525389,15829,1.5829,3,.,45,3997429,Colorado,Beer,unknown
1993,8,4,.,7504189,2858185,26255,2.6255,2,2525389,29715,2.9715,2,.,.,7052733,Colorado,All beverages,unknown
